,runtime,director,writer,actors
2146,1h 51m,['James Huth'],[],"[' (Philippe Étienne)', ' (Samy)', ' (Alice)', ' (Alexandre)', ' (Kelly Duchuc)', ' (Léa)', ' (Henri)', ' (Jean-Louis)', ' (Ana Maria)']"
2147,1h 24m,['Inés de León'],[],"[' (Ricardo)', ' (Felipe)', ' (Unai)', ' (Marcos)', ' (Nacho)', ' (Lara)', ' (Fernandito)', ' (Diana)', ' (Cristinita)']"
2148,1h 20m,['Caroline Origer'],"['Dennys McCoy', 'Pamela Hickey']","[' (Violetta (voice))', ' (Maxie (voice))', ' (Camelia (voice))', ' (Rick (voice))', ' (Laurin (voice))', ' (Yolando (voice))', ' (Tarek (voice))', ' (Gwen (voice))', ' (Sami (voice))']"
2149,1h 54m,['Greta Gerwig'],"['Greta Gerwig', 'Noah Baumbach']","[' (Barbie)', ' (Ken)', ' (Gloria)', ' (Sasha)', ' (Barbie)', ' (Barbie)', ' (Barbie)', ' (Barbie)', ' (Barbie)']"
2150,1h 33m,"['Aaron Horvath', 'Michael Jelenic']",['Matthew Fogel'],"[' (Mario (voice))', ' (Princess Peach (voice))', ' (Luigi (voice))', ' (Bowser (voice))', ' (Toad (voice))', ' (Donkey Kong (voice))', ' (Cranky Kong (voice))', ' (Spike (voice))', "" (Mario's Dad / Giuseppe (voice))""]"
2151,3h 1m,['Christopher Nolan'],['Christopher Nolan'],"[' (J. Robert Oppenheimer)', ' (Kitty Oppenheimer)', ' (Leslie Groves)', ' (Lewis Strauss)', ' (Jean Tatlock)', ' (Ernest Lawrence)', ' (Boris Pash)', ' (David Hill)', ' (Niels Bohr)']"
2152,2h 30m,['James Gunn'],['James Gunn'],"[' (Peter Quill / Star-Lord)', ' (Gamora)', ' (Drax)', ' (Nebula)', ' (Mantis)', ' (Groot (voice))', ' (Rocket (voice))', ' (Kraglin / Young Rocket (voice))', ' (The High Evolutionary)']"
2153,2h 22m,['Louis Leterrier'],"['Justin Lin', 'Dan Mazeau', 'Zach Dean']","[' (Dominic Toretto)', ' (Letty Ortiz)', ' (Roman Pearce)', ' (Tej Parker)', ' (Jakob Toretto)', ' (Ramsey)', ' (Mia Toretto)', ' (Han Lue)', ' (Dante Reyes)']"
2154,2h 20m,"['Justin K. Thompson', 'Kemp Powers', 'Joaquim Dos Santos']","['Christopher Miller', 'Dave Callaham', 'Phil Lord']","[' (Miles Morales (voice))', ' (Gwen Stacy (voice))', ' (Jeff Morales (voice))', ' (Rio Morales (voice))', ' (Peter B. Parker (voice))', "" (Miguel O'Hara (voice))"", ' (Spot (voice))', ' (Jessica Drew (voice))', ' (Hobie Brown (voice))']"
2155,2h 37m,['Zhang Yimou'],[],"[' (Zhang Da / 张大)', ' (Sun Jun / 孙均)', ' (He Li / 何立)', ' (Qin Hui / 秦桧)', ' (Wu Yichun / 武义淳)', ' (Ding Sanwang / 丁三旺)', ' (Liu Xi / 刘喜)', ' (Wang Biao / 王彪)', ' (Zheng Wan / 郑万)']"
2156,1h 57m,['Paul King'],['Paul King'],"[' (Willy Wonka)', ' (Noodle)', ' (Chief of Police)', ' (Oompa Loompa)', ' (Arthur Slugworth)', ' (Mrs. Scrubbit)', ' (Bleacher)', ' (Abacus Crunch)', ' (Father Julius)']"
2157,2h 53m,['Frant Gwo'],[],"[' (图恒宇)', ' (刘培强)', ' (张鹏)', ' (郝晓晞)', ' (周喆直)', ' (迈克)', ' (韩朵朵)', ' (赫伯特)', ' (安德烈·戈拉希诺夫)']"
2158,2h 44m,['Christopher McQuarrie'],"['Christopher McQuarrie', 'Erik Jendresen']","[' (Ethan Hunt)', ' (Grace)', ' (Luther Stickell)', ' (Benji Dunn)', ' (Ilsa Faust)', ' (The White Widow)', ' (Gabriel)', ' (Paris)', ' (Kittridge)']"
2159,2h 10m,['Shen Ao'],"['Luyang Xu', 'Zhang Yifan']","[' (Pan Sheng)', ' (Lu Bingkun)', ' (Zhao Dongran)', ' (Song Yu)', ' (Liang Anna)', ' (Gu Tianzhi)', ' (An Juncai)', ' (Middleman)', "" (Gu Tianzhi's Mother)""]"
2160,2h 2m,"['Xiang Liu', 'Rui Cui']",['Gu Shu-Yi'],"[' (He Fei)', ' (Chen Mai / Shen Man)', ' (Li Muzi Impersonator)', ' (Zheng Cheng)', ' (Mental Hospital Doctor)', ' (Chris the Bar Owner)', ' (Li Muzi)', ' (Young Chen Mai)', ' (Young Li Muzi)']"
2161,2h 5m,['Peyton Reed'],['Jeff Loveness'],"[' (Scott Lang / Ant-Man)', ' (Hope Van Dyne / The Wasp)', ' (Dr. Hank Pym)', ' (Janet Van Dyne)', ' (Kang the Conqueror)', ' (Cassie Lang)', ' (M.O.D.O.K.)', ' (Lord Krylar)', ' (Jentorra)']"
2162,2h 7m,['Steven Caple Jr.'],['Joby Harold'],"[' (Noah Diaz)', ' (Elena Wallace)', ' (Optimus Prime (voice))', ' (Optimus Primal (voice))', ' (Scourge (voice))', ' (Airazor (voice))', ' (Mirage (voice))', ' (Arcee (voice))', ' (Wheeljack (voice))']"
2163,2h 50m,['Chad Stahelski'],"['Shay Hatten', 'Michael Finch']","[' (John Wick)', ' (Caine)', ' (Marquis)', ' (Winston)', ' (Bowery King)', ' (Charon)', ' (Harbinger)', ' (Shimazu)', ' (Akira)']"
2164,2h 4m,['James Wan'],"['James Wan', 'David Leslie Johnson-McGoldrick', 'Jason Momoa', ""Thomas Pa'a Sibbett""]","[' (Arthur)', ' (Orm)', ' (Black Manta)', ' (Dr. Shin)', ' (Mera)', ' (Atlanna)', ' (King Nereus)', ' (Tom)', ' (Karshon)']"
2165,1h 56m,['Ben Wheatley'],[],"[' (Jonas Taylor)', ' (Jiuming Zhang)', ' (Meiying)', ' (DJ)', ' (Montes)', ' (Driscoll)', ' (Mac)', ' (Jess)', ' (Rigas)']"
2166,2h 35m,['James Mangold'],"['James Mangold', 'John-Henry Butterworth', 'Jez Butterworth', 'David Koepp']","[' (Indiana Jones)', ' (Helena)', ' (Dr. Voller)', ' (Klaber)', ' (Hauke)', ' (Teddy)', ' (Basil Shaw)', ' (Renaldo)', ' (Marion)']"
2167,2h 28m,['Wuershan'],"['Wuershan', 'Ran Jianan', 'Ran Ping', 'Cao Sheng']","[' (King Zhou)', ' (Ji Chang)', ' (Jiang Ziya)', ' (Ji Fa)', ' (Yin Jiao)', ' (Su Daji)', ' (Shengong Bao)', ' (Queen Jiang)', ' (Yuan Shi Tian Zun)']"
2168,2h 37m,['Francis Lawrence'],[],"[' (Coriolanus Snow)', ' (Lucy Gray Baird)', ' (Dean Casca Highbottom)', ' (Dr. Volumnia Gaul)', ' (Sejanus Plinth)', ' (Young Coriolanus)', ' (Young Tigris)', ' (Respectable Man)', ' (Grandma’am)']"
2169,1h 57m,['Wang Baoqiang'],"['Wang Baoqiang', 'Qi Qi']","[' (Xiang Tenghui)', ' (Su Mu)', ' (Sloppy)', ' (Wang Feng)', "" (Su Mu's Sister)"", ' (Su Xiaobu)', ' (Young Sloppy)', ' (Young Su Mu)', ' (Young Su Xiaobu)']"
2170,1h 50m,['Emma Tammi'],[],"[' (Mike)', ' (Abby)', ' (Vanessa)', ' (Steve Raglan)', ' (Aunt Jane)', ' (Max)', ' (Jeff)', ' (Hank)', ' (Carl)']"
2171,1h 56m,['Michael B. Jordan'],"['Zach Baylin', 'Keenan Coogler', 'Ryan Coogler']","[' (Adonis Creed)', ' (Bianca Creed)', "" (Damian 'Dame' Anderson)"", ' (Mary-Anne Creed)', ' (Amara Creed)', "" (Tony 'Little Duke' Evers)"", ' (Felix Chavez)', ' (Viktor Drago)', ' (Laura Chavez)']"
2172,2h 24m,['Andy Muschietti'],[],"[' (Barry Allen / The Flash)', ' (Kara Zor-El / Supergirl)', ' (Bruce Wayne / Batman)', ' (General Zod)', ' (Henry Allen)', ' (Nora Allen)', ' (Iris West)', ' (Faora-Ul)', ' (Patty Spivot)']"
2173,1h 50m,['Michael Chaves'],['Akela Cooper'],"[' (Sister Irene)', ' (Maurice Theriault)', ' (Sister Debra)', ' (Kate)', ' (The Demon Nun / Valak)', ' (Sophie)', ' (Madame Laurent)', ' (Simone)', ' (Céleste)']"
2174,2h 49m,['Sam Wrench'],['Taylor Swift'],"[' (Self)', ' (Self - Co-Band Leader, Guitar, Keyboards)', ' (Self - Co-Band Leader, Guitar, Keyboards)', ' (Self - Guitar)', ' (Self - Bass, Keyboard Bass)', ' (Self - Drums)', ' (Self - Keyboards)', ' (Self - Background Vocalist Section Leader)', ' (Self - Background Vocalist Dance Captain)']"
2175,27m,['Darya Iskrenko'],[],[]
2176,1h 43m,['Will Gluck'],['Ilana Wolpert'],"[' (Bea)', ' (Ben)', ' (Barista)', ' (Miranda Clerk)', ' (Pete)', ' (Claudia)', ' (Halle)', ' (Leo)', ' (Innie)']"
2177,1h 31m,['Walt Dohrn'],['Elizabeth Tippet'],"[' (Poppy (voice))', ' (Branch (voice))', ' (Viva (voice))', ' (John Dory (voice))', ' (Velvet (voice))', ' (Veneer (voice))', ' (Spruce (voice))', ' (Floyd (voice))', ' (Clay (voice))']"
2178,1h 45m,['Nia DaCosta'],"['Nia DaCosta', 'Elissa Karasik', 'Megan McDonnell']","[' (Carol Danvers / Captain Marvel)', ' (Monica Rambeau)', ' (Kamala Khan / Ms. Marvel)', ' (Nick Fury)', ' (Dar-Benn)', "" (Emperor Dro'ge)"", ' (Prince Yan)', ' (Muneeba Khan)', ' (Yusuf Khan)']"
2179,2h 14m,"['Jonathan Goldstein', 'John Francis Daley']","['Michael Gilio', 'Chris McKay']","[' (Edgin)', ' (Holga)', ' (Simon)', ' (Doric)', ' (Forge)', ' (Xenk)', ' (Kira)', ' (Sofina)', ' (Guard)']"
2180,1h 32m,['Cal Brunker'],"['Cal Brunker', 'Bob Barlen', 'Shane Morris']","[' (Skye (voice))', ' (Chase (voice))', ' (Victoria Vance (voice))', ' (Janet (voice))', ' (Sam Stinger (voice))', ' (Hank (voice))', ' (Ryder (voice))', ' (Yoga Yvette (voice))', ' (Nano (voice))']"
2181,1h 49m,['Antoine Fuqua'],['Richard Wenk'],"[' (Robert McCall)', ' (Emma Collins)', ' (Gio Bonucci)', ' (Frank Conroy)', ' (Aminah)', ' (Enzo Arisio)', ' (Vincent Quaranta)', ' (Marco Quaranta)', ' (Angelo)']"
2182,1h 47m,['Patrick Wilson'],"['Leigh Whannell', 'Scott Teems']","[' (Dalton Lambert)', ' (Josh Lambert)', ' (Renai Lambert)', ' (Elise Rainier)', ' (Chris Winslow)', ' (Professor Armagan)', ' (Foster Lambert)', ' (Kali Lambert)', ' (Carl)']"
2183,1h 40m,['Jeff Rowe'],"['Jeff Rowe', 'Evan Goldberg', 'Seth Rogen', ""Brendan O'Brien""]","[' (Donatello (voice))', ' (Michelangelo (voice))', ' (Leonardo (voice))', ' (Raphael (voice))', "" (April O'Neil (voice))"", ' (Cynthia Utrom (voice))', ' (Rocksteady (voice))', ' (Bebop (voice))', ' (Leatherhead (voice))']"
2184,2h 4m,['Hayao Miyazaki'],['Hayao Miyazaki'],"[' (Mahito Maki (voice))', ' (Gray Heron (voice))', ' (Kiriko (voice))', ' (Lady Himi (voice))', ' (Natsuko (voice))', ' (Shoichi Maki (voice))', ' (Izumi (voice))', ' (Utako (voice))', ' (Eriko (voice))']"
2185,2h 3m,"['Matt Bettinelli-Olpin', 'Tyler Gillett']","['James Vanderbilt', 'Guy Busick']","[' (Sam Carpenter)', ' (Tara Carpenter)', ' (Mindy Meeks-Martin)', ' (Chad Meeks-Martin)', ' (Ethan Landry)', "" ('The Voice' (voice))"", ' (Quinn Bailey)', ' (Detective Bailey)', ' (Anika Kayoko)']"
2186,3h 26m,['Martin Scorsese'],[],"[' (Ernest Burkhart)', ' (William Hale)', ' (Mollie Burkhart)', ' (Tom White)', ' (Lizzie Q)', ' (Prosecutor Peter Leaward)', ' (W.S. Hamilton)', ' (Anna)', ' (Reta)']"
2187,1h 36m,['Lee Cronin'],['Lee Cronin'],"[' (Beth)', ' (Ellie)', ' (Danny)', ' (Bridget)', ' (Kassie)', ' (Mr. Fonda)', ' (Gabriel)', ' (Teresa)', ' (Scott)']"
2188,1h 51m,['David Gordon Green'],"['David Gordon Green', 'Danny McBride', 'Scott Teems']","[' (Victor Fielding)', ' (Angela Fielding)', ' (Katherine West)', ' (Nurse Ann Brooks)', ' (Miranda West)', ' (Tony West)', ' (Dr. Beehibe)', ' (Pastor Don Revans)', ' (Father Maddox)']"
2189,2h 10m,['David F. Sandberg'],"['Henry Gayden', 'Chris Morgan']","[' (Shazam)', ' (Billy Batson)', ' (Freddy Freeman)', ' (Anthea)', ' (Super Hero Freddy)', ' (Super Hero Eugene)', ' (Super Hero Pedro)', ' (Mary Bromfield / Super Hero Mary)', ' (Super Hero Darla)']"
2190,2h 8m,['Ángel Manuel Soto'],['Gareth Dunnet-Alcocer'],"[' (Jaime Reyes / Blue Beetle)', ' (Jenny Kord)', ' (Victoria Kord)', ' (Carapax)', ' (Milagros Reyes)', ' (Alberto Reyes)', ' (Rocío Reyes)', ' (Rudy Reyes)', ' (Nana Reyes)']"
2191,1h 44m,['Kenneth Branagh'],[],"[' (Hercule Poirot)', ' (Maxime Gerard)', ' (Olga Seminoff)', ' (Dr Leslie Ferrier)', ' (Ariadne Oliver)', ' (Leopold Ferrier)', ' (Nicholas Holland)', ' (Desdemona Holland)', ' (Rowena Drake)']"
2192,2h 15m,['Neill Blomkamp'],[],"[' (Jann Mardenborough)', ' (Jack Salter)', ' (Danny Moore)', ' (Steve Mardenborough)', ' (Matty Davis)', ' (Audrey)', ' (Lesley Mardenborough)', ' (Coby Mardenborough)', ' (Nicholas Capa)']"
2193,2h 22m,['Yorgos Lanthimos'],[],"[' (Bella Baxter)', ' (Duncan Wedderburn)', ' (Godwin Baxter)', ' (Max McCandles)', ' (Alfie Blessington)', ' (Toinette)', ' (Harry Astley)', ' (Swiney)', ' (Mrs. Prim)']"
2194,2h 4m,['Takashi Yamazaki'],[],"[' (Koichi Shikishima)', ' (Noriko Oishi)', ' (Shiro Mizushima)', ' (Sosaku Tachibana)', ' (Kenji Noda)', ' (Sumiko Ota)', ' (Yoji Akitsu)', ' (Akiko)', ' (Captain Tatsuo Hotta)']"
2195,2h 26m,['Siddharth Anand'],['Siddharth Anand'],"[' (Pathaan)', ' (Rubina Mohsin)', ' (Jim)', ' (Nandini)', ' (Sunil Luthra)', ' (Amol)', ' (Dr. Sahani)', ' (Rishi)', ' (Raza)']"
2196,1h 58m,['Kevin Greutert'],"['Pete Goldfinger', 'Josh Stolberg']","[' (John Kramer)', ' (Amanda Young)', ' (Cecilia Pederson)', ' (Parker Sears)', ' (Gabriela)', ' (Diego)', ' (Mateo)', ' (Valentina)', ' (Carlos)']"
2197,1h 50m,['Yuzuru Tachikawa'],[],"[' (Conan Edogawa (voice))', ' (Ran Mouri (voice))', ' (Kogoro Mouri / Ethan Hondo (voice))', ' (Ai Haibara (voice))', ' (Shuichi Akai (voice))', ' (Ninzaburo Shiratori (voice))', ' (Hiroshi Agasa (voice))', ' (Miwako Sato (voice))', ' (Hyoe Kuroda (voice))']"
2198,2h 22m,['Kim Sung-soo'],[],"[' (Chun Doo-gwang)', ' (Lee Tae-shin)', ' (Jung Sang-ho)', ' (Roh Tae-geon)', ' (Kim Jun-yeob)', ' (Oh Gook-sang)', ' (Choi Han-gyu)', ' (Han Young-goo)', ' (Min Seong-bae)']"
2199,1h 35m,"['Danny Philippou', 'Michael Philippou']","['Danny Philippou', 'Bill Hinzman']","[' (Mia)', ' (Jade)', ' (Riley)', ' (Daniel)', ' (Sue)', ' (Hayley)', ' (Joss)', ' (Max)', ' (Rhea)']"
2200,1h 35m,['Elizabeth Banks'],['Jimmy Warden'],"[' (Sari)', ' (Eddie)', ' (Daveed)', ' (Syd)', ' (Bob)', ' (Dee Dee)', ' (Henry)', ' (Ranger Liz)', ' (Peter)']"
2201,1h 45m,['Lee Sang-yong'],"['Cha Woo-jin', 'Kim Min-sung']","[' (Ma Seok-do)', ' (Joo Seong-cheol)', ' (Riki)', ' (Jang Tae-su)', ' (Kim Man-jae)', ' (Yang Jong-su)', ' (Jung Da-wit)', ' (Cho-rong)', ' (Kim Yang-ho)']"
2202,1h 43m,['Julius Avery'],[],"[' (Father Gabriele Amorth)', ' (Father Esquibel)', ' (Julia)', ' (Henry)', ' (Asmodeus (voice))', ' (Amy)', ' (The Pope)', ' (Cardinal Sullivan)', ' (Rosaria)']"
2203,2h 21m,['Blitz Bazawule'],[],"[' (Celie)', ' (Shug Avery)', ' (Sofia)', ' (Mister)', ' (Harpo)', ' (Young Celie)', ' (Young Nettie)', ' (Nettie)', ' (Squeak)']"
2204,1h 32m,"['Scott Beck', 'Bryan Woods']","['Scott Beck', 'Bryan Woods']","[' (Mills)', ' (Koa)', ' (Nevine)', ' (Alya)', ' (Zoic Ship (voice) (uncredited))']"
2205,1h 50m,['Takashi Katagiri'],[],"[' (Loid Forger (voice))', ' (Anya Forger (voice))', ' (Yor Forger (voice))', ' (Narrator / Bond Forger (voice))', ' (Dmitri (voice))', ' (Luka (voice))', ' (Snijder (voice))', ' (Type F (voice))', ' (Sylvia Sherwood (voice))']"
2206,1h 52m,['Steven Soderbergh'],['Reid Carolin'],"[' (Mike Lane)', ' (Maxandra Mendoza)', ' (Victor)', ' (Zadie Rattigan)', ' (Hannah)', ' (Woody)', ' (Roger Rattigan)', ' (Kim)', ' (Edna Eaglebauer)']"
2207,2h 4m,['George Clooney'],[],"[' (Coach Al Ulbrickson)', ' (Joe Rantz)', ' (George Pocock)', ' (Roger Morris)', ' (Chuck Day)', ' (Don Hume)', ' (Bobby Moch)', ' (Shorty Hunt)', ' (Jim McMillin)']"
2208,1h 40m,['M. Night Shyamalan'],[],"[' (Andrew)', ' (Eric)', ' (Wen)', ' (Leonard)', ' (Sabrina)', ' (Redmond)', ' (Adriane)', "" (Andrew's Mom)"", "" (Andrew's Father)""]"
2209,1h 28m,['Juan Jesús García Galocha'],['Jordi Gasull'],"[' (Thut (voice))', ' (Nefer (voice))', ' (Lord Carnaby (voice))', ' (Mother Carnaby (voice))', ' (Pharaoh (voice))', ' (Danny and Dennys (voice))', ' (Thut (voice))', ' (Nefer (voice))', ' (Carnaby (voice))']"
2210,2h,"['Jon Erwin', 'Brent McCorkle']","['Jon Erwin', 'Jon Gunn']","[' (Greg Laurie)', ' (Chuck Smith)', ' (Lonnie Frisbee)', ' (Charlene)', ' (Cathe Martin)', ' (Kay Smith)', ' (Janette Smith)', ' (Trent)', ' (Josiah)']"
2211,1h 45m,['Wes Anderson'],"['Wes Anderson', 'Roman Coppola']","[' (Augie Steenbeck)', ' (Midge Campbell)', ' (Stanley Zak)', ' (General Gibson)', ' (Dr. Hickenlooper)', ' (The Host)', ' (Conrad Earp)', ' (Schubert Green)', ' (J.J. Kellogg)']"
2212,1h 45m,['Jonathan Glazer'],['Jonathan Glazer'],"[' (Rudolf Höss)', ' (Hedwig Höss)', ' (Claus Höss)', ' (Hans Höss)', ' (Inge-Brigit Höss)', ' (Heideraud Höss)', ' (Annagret Höss)', ' (Annagret Höss)', ' (Annagret Höss)']"
2213,1h 58m,['Paola Cortellesi'],"['Paola Cortellesi', 'Giulia Calenda', 'Furio Andreotti']","[' (Delia)', ' (Ivano)', ' (Marcella)', ' (Marisa)', ' (Sor Ottorino)', ' (Nino)', ' (Orietta)', ' (Giulio)', ' (Alvaro)']"
2214,1h 53m,['Guy Ritchie'],"['Guy Ritchie', 'Marn Davies', 'Ivan Atkinson']","[' (Orson Fortune)', ' (Sarah Fidel)', ' (Danny Franscesco)', ' (Greg Simmonds)', ' (Nathan Jasmine)', ' (JJ Davies)', ' (Mike)', ' (Norman)', ' (Emilia)']"
2215,1h 52m,['Guillaume Canet'],"['Guillaume Canet', 'Philippe Mechelen', 'Julien Hervé']","[' (Astérix)', ' (Obélix)', ' (Jules César)', ' (Graindemaïs)', ' (Princesse Fu Yi)', ' (Tat Han)', ' (Cléopâtre / Bibine)', ' (Biopix)', ' (Antivirus)']"
2216,1h 31m,['Kirk DeMicco'],"['Pam Brady', 'Elliott DiGuiseppi', 'Brian C. Brown']","[' (Ruby Gillman (voice))', ' (Agatha Gillman (voice))', ' (Chelsea Van Der Zee (voice))', ' (Uncle Brill (voice))', ' (Margo (voice))', ' (Gordon Lighthouse (voice))', ' (Arthur Gillman (voice))', ' (Connor (voice))', ' (Sam Gillman (voice))']"
2217,2h 13m,['Alexander Payne'],['David Hemingson'],"[' (Paul Hunham)', ' (Angus Tully)', ' (Mary Lamb)', ' (Miss Lydia Crane)', ' (Teddy Kountze)', ' (Alex Ollerman)', ' (Ye-Joon Park)', ' (Jason Smith)', ' (Dr. Hardy Woodrup)']"
2218,2h 12m,['Sean Durkin'],['Sean Durkin'],"[' (Kevin Von Erich)', ' (Kerry Von Erich)', ' (David Von Erich)', ' (Mike Von Erich)', ' (Fritz Von Erich)', ' (Doris Von Erich)', ' (Pam Adkisson)', ' (Bill Mercer)', ' (Ric Flair)']"
2219,2h 50m,['Beyoncé'],['Beyoncé'],"[' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self - Les Twins)', ' (Self - Les Twins)']"
2220,1h 38m,['Kyle Marvin'],[],"[' (Lou)', ' (Trish)', ' (Maura)', ' (Betty)', ' (Self)', ' (Gugu)', ' (Dan)', ' (Self)', ' (Nat)']"
2221,1h 47m,['Jeremy Zag'],['Jeremy Zag'],"[' (Marinette Dupain-Cheng / Ladybug (voice))', ' (Adrien Agreste / Cat Noir (voice))', ' (Alya Césaire (voice))', ' (Nino Lahiffe (voice))', ' (Gabriel Agreste / Hawk Moth (voice))', ' (Chloé Bourgeois / Nathalie Sancoeur (voice))', ' (Sabrina Raincomprix (voice))', ' (Tom Dupain (voice))', ' (The Magician (voice))']"
2222,1h 32m,['Nia Vardalos'],['Nia Vardalos'],"[' (Toula Portokalos-Miller)', ' (Ian Miller)', ' (Nick Portokalos)', ' (Paris Miller)', ' (Maria Portokalos)', ' (Aunt Voula)', ' (Aunt Freida)', ' (Nikki Portokalos)', ' (Angelo Portokalos)']"
2223,1h 47m,['Takumi Doyama'],[],"[' (Doraemon (voice))', ' (Nobita (voice))', ' (Shizuka (voice))', ' (Gian (voice))', ' (Suneo (voice))', ' (Marimba (voice))', ' (Hanna (voice))', ' (Sonya (voice))']"
2224,2h 9m,['Ryoo Seung-wan'],"['Ryoo Seung-wan', 'Choi Cha-won', 'Kim Jung-youn']","[' (Jo Choon-ja)', ' (Uhm Jin-sook)', ' (Kwon Pil-sam)', ' (Hammer)', ' (Lee Jang-choon)', ' (Go Ok-boon)', ' (Pig Mom)', ' (Yang Geum-ne)', ' (Dok-sun)']"
2225,2h 6m,['Larry Yang'],['Larry Yang'],"[' (Luo Zhilong / Lao Luo)', ' (Luo Xiaobao)', ' (Lu Naihua)', ' (Yuan Wei)', ' (Ying Zi)', ' (He Xin)', ' (Da Mi)', ' (Li Yan)', ' (Wang Haiquan)']"
2226,2h 31m,['Justine Triet'],[],"[' (Sandra Voyter)', ' (Maître Vincent Renzi)', ' (Daniel)', ' (Advocate General)', ' (Samuel Maleski)', ' (Marge Berger)', ' (Maître Nour Boudaoud)', ' (Zoé Solidor)', ' (President of the Court)']"
2227,2h 33m,['Kim Han-min'],"['Kim Han-min', 'Yoon Hong-gi', 'Lee Na-ra']","[' (Admiral Yi Sun-Shin)', ' (Shimazu Yoshihiro)', ' (Chen Lin)', ' (Deng Zilong)', ' (Junsa)', ' (Arima Harunobu)', ' (Konishi Yukinaga)', ' (Song Yeo-jong)', ' (Yi Hoe)']"
2228,1h 28m,['Philippe Lacheau'],"['Philippe Lacheau', 'Julien Arruti', 'Pierre Dudan', 'Pierre Lacheau']","[' (Grégory Van Huffel)', ' (Mehdi)', ' (Flo Martin)', ' (Augustin)', ' (Mme Martin)', ' (Gérard)', ' (Appoline)', ' (Daniel)', ' (La mère de famille (Audrey))']"
2229,1h 53m,['Sofia Coppola'],['Sofia Coppola'],"[' (Priscilla)', ' (Elvis)', ' (Captain Beaulieu)', ' (Ann Beaulieu)', ' (Vernon Presley)', "" (Grandma 'Dodger')"", ' (Joe)', "" (Alan 'Hog Ears')"", ' (Jerry)']"
2230,,[],[],"[' ()', ' ()', ' ()', ' ()', ' ()']"
2231,2h 10m,['Um Tae-hwa'],[],"[' (Kim Yeong-tak)', ' (Kim Min-seong)', ' (Joo Myeong-hwa)', ' (Kim Geum-ae)', ' (Moon Hye-won)', ' (Do-gyun)', ' (Chief Park)', "" (Young-tak's Mother)"", ' (Ji-hyeok)']"
2232,1h 43m,['Oh Yun-dong'],[],"[' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self)', ' (Self)']"
2233,1h 48m,['Bill Holderman'],[],"[' (Diane)', ' (Vivian)', ' (Sharon)', ' (Carol)', ' (Mitchell)', ' (Arthur)', ' (Bruce)', ' (Police Chief)', ' (Ousmane)']"
2234,2h 49m,['Atlee'],['Atlee'],"[' (Vikram Rathore / Azad)', ' (Narmada)', ' (Kalee Gaikwad)', ' (Aishwarya Rathore)', ' (Eeram)', ' (Laxmi)', ' (Irani)', ' (Manish)', ' (Kaveri)']"
2235,1h 33m,['Chris McKay'],[],"[' (Renfield)', ' (Dracula)', ' (Rebecca)', ' (Tedward Lobo)', ' (Bellafrancesca Lobo)', ' (Mark)', ' (Chris)', ' (Kate)', ' (Caitlyn)']"
2236,2h 4m,['Wim Wenders'],[],"[' (Hirayama)', ' (Takashi)', ' (Niko)', ' (Aya)', ' (Keiko)', ' (Mama)', ' (Tomoyama)', ' (Homeless)', ' (Old Lady with Brush)']"
2237,1h 57m,['Cord Jefferson'],['Cord Jefferson'],"["" (Thelonious 'Monk' Ellison)"", ' (Arthur)', ' (Coraline)', ' (Agnes Ellison)', ' (Clifford Ellison)', ' (Brittany)', ' (Leo)', ' (Mandel)', ' (Gilda)']"
2238,2h 3m,['Guy Ritchie'],[],"[' (Master Sergeant John Kinley)', ' (Ahmed)', "" (Charlie 'Jizzy' Crow)"", "" (Joshua 'JJ' Jung)"", "" (Tom 'Tom Cat' Hancock)"", "" (Eduardo 'Chow Chow' Lopez)"", ' (Steve Kersher)', ' (Caroline Kinley)', ' (Colonel Vokes)']"
2239,1h 59m,['André Øvredal'],[],"[' (Clemens)', ' (Anna)', ' (Wojchek)', ' (Dracula / Nosferatu)', ' (Captain Eliot)', ' (Abrams)', ' (Joseph)', ' (Olgaren)', ' (Larsen)']"
2240,1h 47m,['Kelly Fremon Craig'],['Kelly Fremon Craig'],"[' (Margaret Simon)', ' (Barbara Simon)', ' (Sylvia Simon)', ' (Nancy Wheeler)', ' (Herbert Simon)', ' (Janie Loomis)', ' (Gretchen Potter)', ' (Mrs. Jan Wheeler)', ' (Moose Freed)']"
2241,1h 33m,"['Hiroshi Nishikiori', 'Kensuke Yamamoto']",[],"[' ((voice))', ' ((voice))']"
2242,2h 11m,['Emerald Fennell'],['Emerald Fennell'],"[' (Oliver Quick)', ' (Felix Catton)', ' (Elspeth Catton)', ' (Sir James Catton)', ' (Venetia Catton)', ' (Farleigh Start)', ' (Poor Dear Pamela)', ' (Duncan)', ' (Michael Gavey)']"
2243,1h 45m,['Craig Gillespie'],"['Lauren Schuker Blum', 'Rebecca Angelo']","[' (Keith Gill)', ' (Caroline Gill)', ' (Jenny Campbell)', ' (Kevin Gill)', ' (Gabe Plotkin)', ' (Riri)', ' (Harmony Williams)', ' (Marcos Garcia)', ' (Ken Griffin)']"
2244,1h 45m,['Andrew Haigh'],['Andrew Haigh'],"[' (Adam)', ' (Harry)', ' (Young Adam)', ' (Dad)', ' (Mum)', ' (Waitress)']"
